Id,Date,Season,Week,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldiff,result,HT,hgoal_half,vgoal_half,half_totgoal,half_goaldiff,result_half,fans,neutral,home_red_card,visitor_red_card
1,1959-02-21,1958,1,Genclerbirligi,Adalet,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2,1959-02-21,1958,1,Izmirspor,Beykoz 1908,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
3,1959-02-21,1958,1,Ankara Demirspor,Galatasaray,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
4,1959-02-21,1958,1,Fenerbahce,MKE Ankaragucu,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,0
5,1959-02-21,1958,1,Altay,Besiktas,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
6,1959-02-21,1958,1,Istanbulspor,Ankara Keciorengucu,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
7,1959-02-22,1958,1,Altay,Beykoz 1908,2-2,2,2,T1,1,4,0,D,0-1,0,1,1,-1,A,1,0,0,0
8,1959-02-22,1958,1,Istanbulspor,MKE Ankaragucu,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
9,1959-02-22,1958,1,Fenerbahce,Ankara Keciorengucu,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
10,1959-02-22,1958,1,Genclerbirligi,Galatasaray,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
11,1959-02-22,1958,1,Ankara Demirspor,Adalet,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
12,1959-02-22,1958,1,Izmirspor,Besiktas,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
13,1959-02-25,1958,2,Beykoz 1908,Besiktas,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
14,1959-02-25,1958,2,Vefa,Fatih Karagumruk,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
15,1959-02-28,1958,2,Adalet,Goztepe,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
16,1959-02-28,1958,2,Izmirspor,Istanbulspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
17,1959-02-28,1958,2,Altay,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
18,1959-02-28,1958,2,Galatasaray,Karsiyaka,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
19,1959-03-01,1958,2,Adalet,Karsiyaka,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
20,1959-03-01,1958,2,Altay,Istanbulspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
21,1959-03-01,1958,2,Izmirspor,Fenerbahce,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
22,1959-03-01,1958,2,Galatasaray,Goztepe,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
23,1959-03-07,1958,3,Genclerbirligi,Vefa,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,0,0
24,1959-03-07,1958,3,Besiktas,Ankara Keciorengucu,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
25,1959-03-07,1958,3,Ankara Demirspor,Fatih Karagumruk,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
26,1959-03-07,1958,3,Beykoz 1908,MKE Ankaragucu,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,0
27,1959-03-08,1958,3,Besiktas,MKE Ankaragucu,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
28,1959-03-08,1958,3,Altay,Izmirspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
29,1959-03-08,1958,3,Genclerbirligi,Fatih Karagumruk,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
30,1959-03-08,1958,3,Goztepe,Karsiyaka,3-2,3,2,T1,1,5,1,H,2-0,2,0,2,2,H,1,0,0,1
31,1959-03-08,1958,3,Beykoz 1908,Ankara Keciorengucu,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
32,1959-03-08,1958,3,Ankara Demirspor,Vefa,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
33,1959-03-11,1958,4,Vefa,Galatasaray,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
34,1959-03-11,1958,4,Istanbulspor,Beykoz 1908,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
35,1959-03-14,1958,4,Besiktas,Istanbulspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
36,1959-03-14,1958,4,Ankara Demirspor,Karsiyaka,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
37,1959-03-14,1958,4,Genclerbirligi,Goztepe,2-2,2,2,T1,1,4,0,D,2-2,2,2,4,0,D,1,0,0,0
38,1959-03-14,1958,4,Altay,Ankara Keciorengucu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
39,1959-03-15,1958,4,Fenerbahce,Beykoz 1908,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
40,1959-03-15,1958,4,Izmirspor,Ankara Keciorengucu,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
41,1959-03-15,1958,4,Altay,MKE Ankaragucu,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
42,1959-03-15,1958,4,Galatasaray,Adalet,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
43,1959-03-15,1958,4,Genclerbirligi,Karsiyaka,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,1,1
44,1959-03-15,1958,4,Ankara Demirspor,Goztepe,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
45,1959-03-17,1958,4,Izmirspor,MKE Ankaragucu,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
46,1959-03-18,1958,5,Adalet,Fatih Karagumruk,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
47,1959-03-18,1958,5,Fenerbahce,Besiktas,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
48,1959-03-21,1958,2,Ankara Demirspor,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
49,1959-03-21,1958,5,Beykoz 1908,Izmirspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
50,1959-03-21,1958,5,Goztepe,Vefa,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
51,1959-03-21,1958,5,Istanbulspor,Altay,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
52,1959-03-21,1958,5,Karsiyaka,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
53,1959-03-22,1958,5,Ankara Keciorengucu,MKE Ankaragucu,1-3,1,3,T1,1,4,-2,A,0-0,0,0,0,0,D,1,0,0,0
54,1959-03-22,1958,5,Goztepe,Galatasaray,0-5,0,5,T1,1,5,-5,A,0-2,0,2,2,-2,A,1,0,0,0
55,1959-03-22,1958,5,Istanbulspor,Izmirspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
56,1959-03-22,1958,5,Beykoz 1908,Altay,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
57,1959-03-22,1958,5,Karsiyaka,Vefa,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
58,1959-03-25,1958,6,Vefa,Adalet,2-2,2,2,T1,1,4,0,D,1-0,1,0,1,1,H,1,0,0,0
59,1959-03-25,1958,6,Galatasaray,Fatih Karagumruk,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
60,1959-03-28,1958,6,Besiktas,Izmirspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
61,1959-03-28,1958,6,Fenerbahce,Altay,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
62,1959-03-28,1958,6,MKE Ankaragucu,Beykoz 1908,2-2,2,2,T1,1,4,0,D,2-1,2,1,3,1,H,1,0,0,0
63,1959-03-28,1958,6,Ankara Keciorengucu,Istanbulspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
64,1959-03-29,1958,6,Ankara Keciorengucu,Beykoz 1908,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
65,1959-03-29,1958,6,Fenerbahce,Izmirspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
66,1959-03-29,1958,6,MKE Ankaragucu,Istanbulspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
67,1959-03-29,1958,6,Besiktas,Altay,1-3,1,3,T1,1,4,-2,A,0-1,0,1,1,-1,A,1,0,0,0
68,1959-04-08,1958,7,Besiktas,Beykoz 1908,3-2,3,2,T1,1,5,1,H,1-1,1,1,2,0,D,1,0,0,0
69,1959-04-08,1958,7,Fenerbahce,Istanbulspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
70,1959-04-11,1958,7,Karsiyaka,Fatih Karagumruk,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,0,0
71,1959-04-11,1958,7,Galatasaray,Ankara Demirspor,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
72,1959-04-11,1958,7,MKE Ankaragucu,Izmirspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
73,1959-04-11,1958,7,Vefa,Genclerbirligi,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,1
74,1959-04-11,1958,7,Ankara Keciorengucu,Altay,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
75,1959-04-11,1958,7,Goztepe,Adalet,2-3,2,3,T1,1,5,-1,A,1-2,1,2,3,-1,A,1,0,0,0
76,1959-04-12,1958,7,Goztepe,Fatih Karagumruk,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
77,1959-04-12,1958,7,Galatasaray,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
78,1959-04-12,1958,7,Vefa,Ankara Demirspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
79,1959-04-12,1958,7,MKE Ankaragucu,Altay,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,1
80,1959-04-12,1958,7,Karsiyaka,Adalet,3-1,3,1,T1,1,4,2,H,2-1,2,1,3,1,H,1,0,0,1
81,1959-04-12,1958,7,Ankara Keciorengucu,Izmirspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
82,1959-04-18,1958,8,Adalet,Genclerbirligi,2-3,2,3,T1,1,5,-1,A,2-3,2,3,5,-1,A,1,0,1,0
83,1959-04-18,1958,8,Ankara Keciorengucu,Fenerbahce,1-4,1,4,T1,1,5,-3,A,0-3,0,3,3,-3,A,1,0,0,0
84,1959-04-18,1958,8,Fatih Karagumruk,Ankara Demirspor,1-2,1,2,T1,1,3,-1,A,1-2,1,2,3,-1,A,1,0,0,0
85,1959-04-18,1958,8,MKE Ankaragucu,Besiktas,1-3,1,3,T1,1,4,-2,A,0-1,0,1,1,-1,A,1,0,0,0
86,1959-04-19,1958,8,Adalet,Ankara Demirspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,1
87,1959-04-19,1958,8,Ankara Keciorengucu,Besiktas,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,0,0
88,1959-04-19,1958,8,Izmirspor,Altay,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
89,1959-04-19,1958,8,Karsiyaka,Goztepe,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,0,0
90,1959-04-19,1958,8,MKE Ankaragucu,Fenerbahce,2-3,2,3,T1,1,5,-1,A,1-2,1,2,3,-1,A,1,0,0,0
91,1959-04-19,1958,8,Fatih Karagumruk,Genclerbirligi,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
92,1959-04-29,1958,9,Istanbulspor,Besiktas,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
93,1959-04-29,1958,9,Adalet,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
94,1959-05-02,1958,9,Vefa,Goztepe,3-2,3,2,T1,1,5,1,H,0-1,0,1,1,-1,A,1,0,1,0
95,1959-05-02,1958,9,Fatih Karagumruk,Karsiyaka,2-2,2,2,T1,1,4,0,D,0-0,0,0,0,0,D,1,0,0,0
96,1959-05-03,1958,9,Vefa,Karsiyaka,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
97,1959-05-03,1958,9,Fatih Karagumruk,Goztepe,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
98,1959-05-09,1958,9,MKE Ankaragucu,Ankara Keciorengucu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
99,1959-05-09,1958,9,Genclerbirligi,Ankara Demirspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
100,1959-05-13,1958,10,Fatih Karagumruk,Vefa,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
101,1959-05-13,1958,10,Beykoz 1908,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
102,1959-05-16,1958,10,Beykoz 1908,Istanbulspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
103,1959-05-16,1958,10,Karsiyaka,Ankara Demirspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
104,1959-05-16,1958,10,Goztepe,Genclerbirligi,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
105,1959-05-16,1958,10,Fatih Karagumruk,Galatasaray,2-3,2,3,T1,1,5,-1,A,1-3,1,3,4,-2,A,1,0,0,0
106,1959-05-17,1958,10,Karsiyaka,Genclerbirligi,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
107,1959-05-17,1958,10,Besiktas,Fenerbahce,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
108,1959-05-17,1958,10,Adalet,Vefa,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
109,1959-05-17,1958,10,Goztepe,Ankara Demirspor,4-2,4,2,T1,1,6,2,H,2-0,2,0,2,2,H,1,0,0,0
110,1959-06-06,1958,11,Galatasaray,Vefa,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
111,1959-06-07,1958,11,Fatih Karagumruk,Adalet,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
112,1959-06-07,1958,11,Istanbulspor,Fenerbahce,0-5,0,5,T1,1,5,-5,A,0-3,0,3,3,-3,A,1,0,0,0
113,1959-06-10,1958,1,Galatasaray,Fenerbahce,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
114,1959-06-14,1958,1,Fenerbahce,Galatasaray,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
115,1959-08-26,1959,1,Galatasaray,Beykoz 1908,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
116,1959-08-29,1959,1,Fatih Karagumruk,Adalet,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
117,1959-08-29,1959,1,Fenerbahce,Ferikoy,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
118,1959-08-29,1959,1,Izmirspor,Karsiyaka,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
119,1959-08-30,1959,1,Goztepe,Altinordu,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
120,1959-08-30,1959,1,Vefa,Besiktas,1-4,1,4,T1,1,5,-3,A,0-1,0,1,1,-1,A,1,0,0,0
121,1959-08-30,1959,1,Istanbulspor,Kasimpasa,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,1
122,1959-09-02,1959,2,Istanbulspor,Ferikoy,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
123,1959-09-02,1959,2,Fenerbahce,Kasimpasa,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
124,1959-09-05,1959,2,Istanbulspor,Fatih Karagumruk,3-0,3,0,T1,1,3,3,H,3-0,3,0,3,3,H,1,0,0,0
125,1959-09-05,1959,2,Fenerbahce,Vefa,5-1,5,1,T1,1,6,4,H,3-0,3,0,3,3,H,1,0,0,0
126,1959-09-05,1959,2,Izmirspor,Altinordu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
127,1959-09-06,1959,2,Beykoz 1908,Adalet,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
128,1959-09-06,1959,2,Galatasaray,Ferikoy,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
129,1959-09-06,1959,2,Goztepe,Karsiyaka,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
130,1959-09-09,1959,3,Galatasaray,Kasimpasa,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
131,1959-09-12,1959,3,Turanspor,Ankara Keciorengucu,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
132,1959-09-12,1959,3,Vefa,Adalet,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
133,1959-09-12,1959,3,Beykoz 1908,Besiktas,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
134,1959-09-12,1959,3,Genclerbirligi,MKE Ankaragucu,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,1,1
135,1959-09-13,1959,3,Turanspor,Genclerbirligi,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
136,1959-09-13,1959,3,MKE Ankaragucu,Ankara Keciorengucu,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
137,1959-09-19,1959,4,Karsiyaka,Altay,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
138,1959-09-19,1959,4,Izmirspor,Ankara Demirspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
139,1959-09-20,1959,4,Karsiyaka,Ankara Demirspor,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,0,0
140,1959-09-20,1959,4,Altay,Izmirspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
141,1959-09-23,1959,5,Fatih Karagumruk,Kasimpasa,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
142,1959-09-23,1959,5,Besiktas,Ferikoy,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
143,1959-09-26,1959,5,Fatih Karagumruk,Ankara Keciorengucu,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
144,1959-09-26,1959,5,Goztepe,Izmirspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
145,1959-09-26,1959,5,Galatasaray,Genclerbirligi,3-0,3,0,T1,1,3,3,H,3-0,3,0,3,3,H,1,0,0,0
146,1959-09-27,1959,5,Fatih Karagumruk,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
147,1959-09-27,1959,5,Galatasaray,Ankara Keciorengucu,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
148,1959-09-27,1959,5,Turanspor,MKE Ankaragucu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
149,1959-09-27,1959,5,Karsiyaka,Altinordu,1-3,1,3,T1,1,4,-2,A,0-3,0,3,3,-3,A,1,0,0,0
150,1959-09-30,1959,6,Vefa,Kasimpasa,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
151,1959-09-30,1959,6,Galatasaray,Fatih Karagumruk,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
152,1959-10-03,1959,6,Vefa,Karsiyaka,0-4,0,4,T1,1,4,-4,A,0-2,0,2,2,-2,A,1,0,0,0
153,1959-10-03,1959,6,Ankara Keciorengucu,Istanbulspor,0-4,0,4,T1,1,4,-4,A,0-1,0,1,1,-1,A,1,0,0,0
154,1959-10-03,1959,6,Altinordu,Adalet,6-0,6,0,T1,1,6,6,H,3-0,3,0,3,3,H,1,0,0,0
155,1959-10-03,1959,6,Fenerbahce,Izmirspor,2-2,2,2,T1,1,4,0,D,0-2,0,2,2,-2,A,1,0,1,0
156,1959-10-03,1959,6,Genclerbirligi,Ferikoy,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
157,1959-10-03,1959,6,Goztepe,Beykoz 1908,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
158,1959-10-04,1959,6,Ankara Keciorengucu,Ferikoy,1-3,1,3,T1,1,4,-2,A,1-1,1,1,2,0,D,1,0,0,0
159,1959-10-04,1959,6,Vefa,Izmirspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
160,1959-10-04,1959,6,Goztepe,Adalet,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
161,1959-10-04,1959,6,Fenerbahce,Karsiyaka,4-1,4,1,T1,1,5,3,H,3-1,3,1,4,2,H,1,0,0,0
162,1959-10-04,1959,6,Altinordu,Beykoz 1908,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
163,1959-10-04,1959,6,Genclerbirligi,Istanbulspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
164,1959-10-07,1959,7,Besiktas,Fatih Karagumruk,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
165,1959-10-07,1959,7,Istanbulspor,Adalet,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
166,1959-10-10,1959,7,Turanspor,Karsiyaka,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
167,1959-10-10,1959,7,MKE Ankaragucu,Izmirspor,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
168,1959-10-10,1959,7,Fatih Karagumruk,Altay,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
169,1959-10-10,1959,7,Galatasaray,Ankara Demirspor,4-1,4,1,T1,1,5,3,H,3-0,3,0,3,3,H,1,0,0,0
170,1959-10-11,1959,7,Fatih Karagumruk,Ankara Demirspor,2-3,2,3,T1,1,5,-1,A,1-1,1,1,2,0,D,1,0,0,0
171,1959-10-11,1959,7,Galatasaray,Altay,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
172,1959-10-11,1959,7,MKE Ankaragucu,Karsiyaka,3-1,3,1,T1,1,4,2,H,3-0,3,0,3,3,H,1,0,0,0
173,1959-10-11,1959,7,Turanspor,Izmirspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
174,1959-10-14,1959,8,Istanbulspor,Vefa,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
175,1959-10-14,1959,8,Beykoz 1908,Fenerbahce,1-2,1,2,T1,1,3,-1,A,1-2,1,2,3,-1,A,1,0,0,0
176,1959-10-17,1959,8,Goztepe,Kasimpasa,4-1,4,1,T1,1,5,3,H,2-0,2,0,2,2,H,1,0,0,0
177,1959-10-17,1959,8,Adalet,Karsiyaka,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
178,1959-10-17,1959,8,Genclerbirligi,Vefa,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
179,1959-10-17,1959,8,Beykoz 1908,Izmirspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
180,1959-10-17,1959,8,Ankara Keciorengucu,Fenerbahce,1-3,1,3,T1,1,4,-2,A,1-1,1,1,2,0,D,1,0,0,0
181,1959-10-17,1959,8,Altinordu,Besiktas,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,0,0
182,1959-10-18,1959,8,Goztepe,Besiktas,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
183,1959-10-18,1959,8,Beykoz 1908,Karsiyaka,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
184,1959-10-18,1959,8,Altinordu,Kasimpasa,1-3,1,3,T1,1,4,-2,A,0-2,0,2,2,-2,A,1,0,0,0
185,1959-10-18,1959,8,Adalet,Izmirspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
186,1959-10-18,1959,8,Genclerbirligi,Fenerbahce,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,1
187,1959-10-18,1959,8,Ankara Keciorengucu,Vefa,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
188,1959-10-21,1959,9,Adalet,Ferikoy,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,1
189,1959-10-21,1959,9,Besiktas,Istanbulspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
190,1959-10-24,1959,9,Ankara Demirspor,MKE Ankaragucu,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
191,1959-10-24,1959,9,Galatasaray,Altinordu,8-0,8,0,T1,1,8,8,H,4-0,4,0,4,4,H,1,0,0,0
192,1959-10-24,1959,9,Turanspor,Altay,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
193,1959-10-24,1959,9,Fatih Karagumruk,Goztepe,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,1
194,1959-10-25,1959,9,Galatasaray,Goztepe,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
195,1959-10-25,1959,9,Ankara Demirspor,Turanspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,1
